interest_id,category,mobi_feature,travelogue_feature,mobi_sub_feature,travelogue_mobi_sub_feature,source
862651425,EXPERIENCE,Nature & Parks,Scenic,Dams,,Types
2135100180,EXPERIENCE,Nightlife,Nightlife,Dance Clubs & Discos,,Types
151460536,EXPERIENCE,Activities,Nightlife,Dancing,,Types
1111501349,EXPERIENCE,Tours,Tours,Day Trips,,Types
993081618,EXPERIENCE,Shopping,Shopping,Department Stores,,Types
1940932738,EXPERIENCE,Nature & Parks,Nature,Deserts,,Types
110123069,EXPERIENCE,Food_and_Drink,Food_and_Drink,Distilleries,,Types
846819304,EXPERIENCE,Tours,Tours,Distillery Tours,,Types
730037916,EXPERIENCE,Casinos & Gambling,Fun_and_Games,Dog Tracks,,Types
1017122318,EXPERIENCE,Fun_and_Games,Fun_and_Games,Dog Tracks,,Types
1817320866,EXPERIENCE,Tours,Nature,Dolphin & Whale Watching,,Types
849685644,EXPERIENCE,Tours,Tours,Duck Tours,,Types
1665350680,EXPERIENCE,Tours,Outdoors,E-bikes,,Types
451756964,EXPERIENCE,Tours,Tours,Eco Tours,,Types
987976566,EXPERIENCE,Sights & Landmarks,History_and_Culture,Educational sites,,Types
701391366,EXPERIENCE,Outdoor Activities,Outdoors,Equestrian Trails,,Types
1107521962,EXPERIENCE,Activities,Fun_and_Games,Escape room,Escape the Room,Types
1173291385,EXPERIENCE,,Artsy,Events,,Types
976424971,EXPERIENCE,,Family_Friendly,Events,,Types
2018977681,EXPERIENCE,,Nightlife,Events,,Types
432289633,EXPERIENCE,Shopping,Shopping,Factory Outlets,,Types
1308641023,EXPERIENCE,Tours,Tours,Factory Tours,,Types
1055937929,EXPERIENCE,Shopping,Food_and_Drink,Farmers Markets,,Types
1500734813,EXPERIENCE,Sights & Landmarks,Nature,Farms,,Types
167867635,EXPERIENCE,Shopping,Artsy,Fashion Shows & Tours,,Types
1860336517,EXPERIENCE,Shopping,Shopping,Fashion Shows & Tours,,Types
1696860949,EXPERIENCE,Transportation,Water,Ferries,,Types
1274485272,EXPERIENCE,Activities,Fun_and_Games,Fireworks,,Types
825043588,EXPERIENCE,Activities,Outdoors,Fishing,,Types
2129541617,EXPERIENCE,Boat Tours & Water Sports,Tours,Fishing Charters & Tours,,Types
2135644298,EXPERIENCE,Shopping,Shopping,Flea & Street Markets,,Types
808415225,EXPERIENCE,,Food_and_Drink,Food_and_Drink,,Types
906853932,EXPERIENCE,Activities,Food_and_Drink,Food_and_Drinks,,Types
423825055,EXPERIENCE,Activities,Food_and_Drink,Food & tasting,,Types
258612494,EXPERIENCE,Tours,Tours,Food Tours,,Types
1193225277,EXPERIENCE,Nature & Parks,Nature,Forests,,Types
1122319528,EXPERIENCE,Sights & Landmarks,Water,Fountains,,Types
2071814822,EXPERIENCE,,Fun_and_Games,Fun_and_Games,,Types
1957327126,EXPERIENCE,Fun_and_Games,Fun_and_Games,Game & Entertainment Centers,,Types
1134166409,EXPERIENCE,Nature & Parks,Nature,Gardens,,Types
392695973,EXPERIENCE,Outdoor Activities,Outdoors,Gear Rentals,,Types
221062963,EXPERIENCE,Nature & Parks,Nature,Geologic Formations,,Types
13973405,EXPERIENCE,Sights & Landmarks,History_and_Culture,Ghost Towns,,Types
1347765933,EXPERIENCE,Tours,Tours,Ghost & Vampire Tours,,Types
1089885503,EXPERIENCE,Shopping,Shopping,Gift & Specialty Shops,,Types
1129342349,EXPERIENCE,Outdoor Activities,Outdoors,Golf Courses,,Types
211645649,EXPERIENCE,Boat Tours & Water Sports,Water,Gondola Cruises,,Types
2022472483,EXPERIENCE,Sights & Landmarks,History_and_Culture,Government Buildings,,Types
313006792,EXPERIENCE,Spas & Wellness,Wellness,Hammams & Turkish Baths,,Types
362031396,EXPERIENCE,Spas & Wellness,Wellness,Health/Fitness Clubs & Gyms,,Types
10500528,EXPERIENCE,Tours,Tours,Helicopter Tours,,Types
1360611526,EXPERIENCE,Activities,Outdoors,Hiking,,Types
1212374874,EXPERIENCE,Tours,Outdoors,Hiking & Camping Tours,,Types
1332244394,EXPERIENCE,Outdoor Activities,Outdoors,Hiking Trails,,Types
264470268,EXPERIENCE,Tours,History_and_Culture,Historical & Heritage Tours,,Types
1498418545,EXPERIENCE,Sights & Landmarks,History_and_Culture,Historic Sites,,Types
1724390815,EXPERIENCE,Sights & Landmarks,History_and_Culture,Historic Walking Areas,,Types
1505569806,EXPERIENCE,Museums,History_and_Culture,History Museums,,Types
16794604,EXPERIENCE,Tours,Tours,Hop-On Hop-Off Tours,,Types
224350736,EXPERIENCE,Tours,Adventure,Horseback Riding Tours,,Types
1389060421,EXPERIENCE,Tours,Tours,Horse-Drawn Carriage Tours,,Types
1034318326,EXPERIENCE,Fun_and_Games,Activities,Horse Tracks,,Types
1406875235,EXPERIENCE,Activities,Wellness,Hot spring,,Types
696075610,EXPERIENCE,Outdoor Activities,Nature,Hot Springs & Geysers,,Types
585853776,EXPERIENCE,Activities,Activities,Ice skating,,Types
350628292,EXPERIENCE,Nature & Parks,Nature,Islands,,Types
617691216,EXPERIENCE,Nightlife,Nightlife,Jazz Clubs & Bars,,Types
911296740,EXPERIENCE,Activities,Outdoors,Jogging,,Types
703946550,EXPERIENCE,Outdoor Activities,Outdoors,Jogging Paths & Tracks,,Types
1649241690,EXPERIENCE,Activities,Fun_and_Games,Karaoke,,Types
1878884066,EXPERIENCE,Activities,Nightlife,Karaoke,,Types
359009587,EXPERIENCE,Nightlife,Nightlife,Karaoke Bars,,Types
1249320013,EXPERIENCE,Outdoor Activities,Action Packed,Kayaking & Canoeing,,Types
1416244447,EXPERIENCE,Outdoor Activities,Adventure,Kayaking & Canoeing,,Types
1618752303,EXPERIENCE,Outdoor Activities,Outdoors,Kayaking & Canoeing,,Types
1969308605,EXPERIENCE,Outdoor Activities,Water,Kayaking & Canoeing,,Types
